x,y,z,Spindle power/W,Cutting power/W
54.212,59.677,13.271,290.917968,171.972672
54.212,58.69,13.271,276.855456,157.91016
54.118,58.69,13.242,276.855456,157.91016
54.118,57.586,13.242,286.523424,167.578128
54.203,57.586,13.215,286.523424,167.578128
54.203,56.596,13.215,284.17968,165.234384
54.49,56.596,13.187,284.17968,165.234384
54.49,55.581,13.187,284.765616,165.82032
54.995,55.581,13.16,284.765616,165.82032
54.995,54.714,13.16,303.222672,184.277376
55.693,54.714,13.131,303.222672,184.277376
55.693,53.939,13.131,294.14064,175.195344
56.459,53.939,13.105,294.14064,175.195344
56.459,53.387,13.105,278.027328,159.082032
57.423,53.387,13.075,278.027328,159.082032
57.423,52.95,13.075,295.01952,176.074224
58.402,52.95,13.048,295.01952,176.074224
58.402,52.711,13.048,302.0508,183.105504
59.49,52.711,13.019,302.0508,183.105504
59.49,52.701,13.019,298.242192,179.296896
60.496,52.701,12.993,298.242192,179.296896
60.496,52.925,12.993,292.08984,173.144544
61.56,52.925,12.964,292.08984,173.144544
61.56,53.336,12.964,302.92968,183.984384
62.45,53.336,12.937,302.92968,183.984384
62.45,53.866,12.937,306.738288,187.792992
63.293,53.866,12.909,306.738288,187.792992
63.293,54.641,12.909,295.898448,176.953152
63.952,54.641,12.882,295.898448,176.953152
63.952,55.491,12.882,306.738288,187.792992
64.502,55.491,12.853,306.738288,187.792992
64.502,56.495,12.853,307.91016,188.964864
64.77,56.495,12.827,307.91016,188.964864
64.77,57.482,12.827,297.07032,178.125024
64.882,57.482,12.798,297.07032,178.125024
64.882,58.585,12.798,315.82032,196.875024
64.818,58.585,12.771,315.82032,196.875024
64.818,59.576,12.771,298.828128,179.882832
64.508,59.576,12.742,298.828128,179.882832
64.508,60.604,12.742,297.656256,178.71096
64.036,60.604,12.715,297.656256,178.71096
64.036,61.454,12.715,312.011712,193.066416
63.327,61.454,12.686,312.011712,193.066416
63.327,62.251,12.686,304.98048,186.035184
62.56,62.251,12.659,304.98048,186.035184
62.56,62.801,12.659,290.03904,171.093744
61.608,62.801,12.631,290.03904,171.093744
61.608,63.235,12.631,309.082032,190.136736
60.627,63.235,12.604,309.082032,190.136736
60.627,63.481,12.604,310.253904,191.308608
59.538,63.481,12.575,310.253904,191.308608
59.538,63.481,12.575,293.261712,174.316416
58.529,63.481,12.549,293.261712,174.316416
58.529,63.278,12.549,314.941392,195.996096
57.465,63.278,12.52,314.941392,195.996096
57.465,62.884,12.52,310.546896,191.6016
56.579,62.884,12.493,310.546896,191.6016
56.579,62.359,12.493,305.566416,186.62112
55.726,62.359,12.464,305.566416,186.62112
55.726,61.571,12.464,311.718768,192.773472
55.045,61.571,12.437,311.718768,192.773472
55.045,60.744,12.437,310.83984,191.894544
54.513,60.744,12.409,310.83984,191.894544
54.513,59.731,12.409,308.496096,189.5508
54.228,59.731,12.382,308.496096,189.5508
54.228,58.747,12.382,326.074224,207.128928
54.119,58.747,12.353,326.074224,207.128928
54.119,57.643,12.353,319.921872,200.976576
54.189,57.643,12.326,319.921872,200.976576
54.189,56.651,12.326,307.91016,188.964864
54.469,56.651,12.297,307.91016,188.964864
54.469,55.631,12.297,311.425776,192.48048
54.967,55.631,12.271,311.425776,192.48048
54.967,54.756,12.271,328.417968,209.472672
55.652,54.756,12.242,328.417968,209.472672
55.652,53.98,12.242,309.375024,190.429728
56.409,53.98,12.215,309.375024,190.429728
56.409,53.415,12.215,309.96096,191.015664
57.373,53.415,12.186,309.96096,191.015664
57.373,52.964,12.186,312.89064,193.945344
58.346,52.964,12.159,312.89064,193.945344
58.346,52.722,12.159,318.75,199.804704
59.433,52.722,12.13,318.75,199.804704
59.433,52.7,12.13,312.89064,193.945344
60.441,52.7,12.104,312.89064,193.945344
60.441,52.912,12.104,308.78904,189.843744
61.509,52.912,12.075,308.78904,189.843744
61.509,53.308,12.075,302.0508,183.105504
62.4,53.308,12.048,302.0508,183.105504
62.4,53.826,12.048,311.425776,192.48048
63.252,53.826,12.019,311.425776,192.48048
63.252,54.601,12.019,304.687488,185.742192
63.924,54.601,11.993,304.687488,185.742192
63.924,55.441,11.993,290.625024,171.679728
64.476,55.441,11.964,290.625024,171.679728
64.476,56.439,11.964,301.464864,182.519568
64.756,56.439,11.937,301.464864,182.519568
64.756,57.426,11.937,305.273424,186.328128
64.883,57.426,11.908,305.273424,186.328128
64.883,58.528,11.908,295.312512,176.367216
64.834,58.528,11.882,295.312512,176.367216
64.834,59.521,11.882,290.03904,171.093744
64.524,59.521,11.853,290.03904,171.093744
64.524,60.554,11.853,294.726576,175.78128
64.064,60.554,11.826,294.726576,175.78128
64.064,61.413,11.826,302.0508,183.105504
63.367,61.413,11.797,302.0508,183.105504
63.367,62.21,11.797,297.656256,178.71096
62.609,62.21,11.771,297.656256,178.71096
62.609,62.772,11.771,303.808608,184.863312
61.66,62.772,11.741,303.808608,184.863312
61.66,63.22,11.741,289.453104,170.507808
60.682,63.22,11.714,289.453104,170.507808
60.682,63.478,11.714,297.07032,178.125024
59.596,63.478,11.686,297.07032,178.125024
59.596,63.481,11.686,295.605456,176.66016
58.584,63.481,11.659,295.605456,176.66016
58.584,63.293,11.659,283.886736,164.94144
57.52,63.293,11.63,283.886736,164.94144
57.52,62.913,11.63,281.25,162.304704
56.628,62.913,11.604,281.25,162.304704
56.628,62.391,11.604,294.433584,175.488288
55.765,62.391,11.575,294.433584,175.488288
55.765,61.612,11.575,291.503904,172.558608
55.074,61.612,11.548,291.503904,172.558608
55.074,60.793,11.548,276.26952,157.324224
54.532,60.793,11.519,276.26952,157.324224
54.532,59.786,11.519,282.714864,163.769568
54.244,59.786,11.493,282.714864,163.769568
54.244,58.804,11.493,295.605456,176.66016
54.12,58.804,11.464,295.605456,176.66016
54.12,57.7,11.464,285.644544,166.699248
54.174,57.7,11.436,285.644544,166.699248
54.174,56.706,11.436,283.3008,164.355504
54.452,56.706,11.408,283.3008,164.355504
54.452,55.68,11.408,279.1992,160.253904
54.938,55.68,11.381,279.1992,160.253904
54.938,54.8,11.381,293.847648,174.902352
55.612,54.8,11.352,293.847648,174.902352
55.612,54.02,11.352,279.492192,160.546896
56.359,54.02,11.326,279.492192,160.546896
56.359,53.443,11.326,288.281232,169.335936
57.323,53.443,11.297,288.281232,169.335936
57.323,52.977,11.297,294.726576,175.78128
58.291,52.977,11.27,294.726576,175.78128
58.291,52.735,11.27,282.128928,163.183632
59.376,52.735,11.241,282.128928,163.183632
59.376,52.7,11.241,302.343744,183.398448
60.385,52.7,11.215,302.343744,183.398448
60.385,52.898,11.215,293.554704,174.609408
61.456,52.898,11.186,293.554704,174.609408
61.456,53.28,11.186,271.875024,152.929728
62.35,53.28,11.159,271.875024,152.929728
62.35,53.788,11.159,312.597648,193.652352
63.212,53.788,11.13,312.597648,193.652352
63.212,54.561,11.13,294.14064,175.195344
63.895,54.561,11.103,294.14064,175.195344
63.895,55.392,11.103,280.664064,161.718768
64.447,55.392,11.074,280.664064,161.718768
64.447,56.384,11.074,311.425776,192.48048
64.742,56.384,11.048,311.425776,192.48048
64.742,57.37,11.048,305.85936,186.914064
64.884,57.37,11.019,305.85936,186.914064
64.884,58.471,11.019,289.453104,170.507808
64.849,58.471,10.992,289.453104,170.507808
64.849,59.466,10.992,309.667968,190.722672
64.54,59.466,10.964,309.667968,190.722672
64.54,60.505,10.964,305.566416,186.62112
64.093,60.505,10.937,305.566416,186.62112
64.093,61.372,10.937,303.222672,184.277376
63.406,61.372,10.908,303.222672,184.277376
63.406,62.169,10.908,308.78904,189.843744
62.658,62.169,10.881,308.78904,189.843744
62.658,62.742,10.881,313.476576,194.53128
61.71,62.742,10.853,313.476576,194.53128
61.71,63.205,10.853,305.566416,186.62112
60.737,63.205,10.825,305.566416,186.62112
60.737,63.472,10.825,316.6992,197.753904
59.653,63.472,10.796,316.6992,197.753904
59.653,63.481,10.796,309.082032,190.136736
58.639,63.481,10.77,309.082032,190.136736
58.639,63.309,10.77,292.08984,173.144544
57.575,63.309,10.741,292.08984,173.144544
57.575,62.942,10.741,309.96096,191.015664
56.677,62.942,10.714,309.96096,191.015664
56.677,62.42,10.714,307.031232,188.085936
55.805,62.42,10.685,307.031232,188.085936
55.805,61.653,10.685,295.01952,176.074224
55.106,61.653,10.659,295.01952,176.074224
55.106,60.843,10.659,302.92968,183.984384
54.554,60.843,10.63,302.92968,183.984384
54.554,59.841,10.63,297.656256,178.71096
54.26,59.841,10.603,297.656256,178.71096
54.26,58.861,10.603,298.828128,179.882832
54.121,58.861,10.574,298.828128,179.882832
54.121,57.757,10.574,295.312512,176.367216
54.16,57.757,10.548,295.312512,176.367216
54.16,56.762,10.548,292.382832,173.437536
54.438,56.762,10.518,292.382832,173.437536
54.438,55.73,10.518,292.675776,173.73048
54.91,55.73,10.492,292.675776,173.73048
54.91,54.848,10.492,301.757808,182.812512
55.571,54.848,10.463,301.757808,182.812512
55.571,54.06,10.463,292.968768,174.023472
56.309,54.06,10.436,292.968768,174.023472
56.309,53.47,10.436,295.312512,176.367216
57.273,53.47,10.407,295.312512,176.367216
57.273,52.991,10.407,297.07032,178.125024
58.236,52.991,10.381,297.07032,178.125024
58.236,52.749,10.381,285.937488,166.992192
59.319,52.749,10.352,285.937488,166.992192
59.319,52.7,10.352,295.312512,176.367216
60.33,52.7,10.325,295.312512,176.367216
60.33,52.885,10.325,283.007808,164.062512
61.402,52.885,10.296,283.007808,164.062512
61.402,53.253,10.296,291.796896,172.8516
62.3,53.253,10.27,291.796896,172.8516
62.3,53.753,10.27,291.503904,172.558608
63.171,53.753,10.241,291.503904,172.558608
63.171,54.521,10.241,273.925776,154.98048
63.867,54.521,10.214,273.925776,154.98048
63.867,55.342,10.214,287.402352,168.457056
64.418,55.342,10.185,287.402352,168.457056
64.418,56.329,10.185,283.3008,164.355504
64.727,56.329,10.158,283.3008,164.355504
64.727,57.315,10.158,274.218768,155.273472
64.884,57.315,10.129,274.218768,155.273472
64.884,58.414,10.129,291.796896,172.8516
64.861,58.414,10.103,291.796896,172.8516
64.861,59.412,10.103,280.957008,162.011712
64.557,59.412,10.074,280.957008,162.011712
64.557,60.455,10.074,279.492192,160.546896
64.121,60.455,10.047,279.492192,160.546896
64.121,61.329,10.047,290.625024,171.679728
63.446,61.329,10.018,290.625024,171.679728
63.446,62.127,10.018,287.695296,168.75
62.707,62.127,9.992,287.695296,168.75
62.707,62.713,9.992,286.523424,167.578128
61.759,62.713,9.963,286.523424,167.578128
61.759,63.19,9.963,301.464864,182.519568
60.792,63.19,9.936,301.464864,182.519568
60.792,63.46,9.936,297.9492,179.003904
59.71,63.46,9.907,297.9492,179.003904
59.71,63.481,9.907,300.585936,181.64064
58.694,63.481,9.88,300.585936,181.64064
58.694,63.324,9.88,290.03904,171.093744
57.63,63.324,9.851,290.03904,171.093744
57.63,62.972,9.851,311.425776,192.48048
56.726,62.972,9.825,311.425776,192.48048
56.726,62.449,9.825,321.093744,202.148448
55.844,62.449,9.796,321.093744,202.148448
55.844,61.695,9.796,298.535136,179.58984
55.141,61.695,9.769,298.535136,179.58984
55.141,60.892,9.769,329.003904,210.058608
54.579,60.892,9.74,329.003904,210.058608
54.579,59.896,9.74,318.164064,199.218768
54.276,59.896,9.714,318.164064,199.218768
54.276,58.917,9.714,318.457008,199.511712
54.122,58.917,9.685,318.457008,199.511712
54.122,57.815,9.685,330.468768,211.523472
54.146,57.815,9.658,330.468768,211.523472
54.146,56.817,9.658,330.175776,211.23048
54.424,56.817,9.63,330.175776,211.23048
54.424,55.779,9.63,314.648448,195.703152
54.881,55.779,9.603,314.648448,195.703152
54.881,54.897,9.603,342.48048,223.535184
55.53,54.897,9.574,342.48048,223.535184
55.53,54.1,9.574,325.195296,206.25
56.262,54.1,9.547,325.195296,206.25
56.262,53.498,9.547,323.144544,204.199248
57.223,53.498,9.518,323.144544,204.199248
57.223,53.004,9.518,352.148448,233.203152
58.18,53.004,9.491,352.148448,233.203152
58.18,52.762,9.491,317.578128,198.632832
59.262,52.762,9.463,317.578128,198.632832
59.262,52.7,9.463,322.558608,203.613312
60.274,52.7,9.436,322.558608,203.613312
60.274,52.871,9.436,327.53904,208.593744
61.347,52.871,9.407,327.53904,208.593744
61.347,53.225,9.407,326.66016,207.714864
62.25,53.225,9.38,326.66016,207.714864
62.25,53.721,9.38,324.023424,205.078128
63.13,53.721,9.352,324.023424,205.078128
63.13,54.48,9.352,324.60936,205.664064
63.838,54.48,9.325,324.60936,205.664064
63.838,55.293,9.325,320.214864,201.269568
64.39,55.293,9.296,320.214864,201.269568
64.39,56.273,9.296,320.214864,201.269568
64.713,56.273,9.269,320.214864,201.269568
64.713,57.259,9.269,322.265616,203.32032
64.885,57.259,9.24,322.265616,203.32032
64.885,58.357,9.24,321.093744,202.148448
64.868,58.357,9.213,321.093744,202.148448
64.868,59.357,9.213,305.566416,186.62112
64.573,59.357,9.185,305.566416,186.62112
64.573,60.406,9.185,326.66016,207.714864
64.15,60.406,9.158,326.66016,207.714864
64.15,61.285,9.158,319.335936,200.39064
63.486,61.285,9.129,319.335936,200.39064
63.486,62.086,9.129,302.92968,183.984384
62.756,62.086,9.102,302.92968,183.984384
62.756,62.684,9.102,309.082032,190.136736
61.808,62.684,9.074,309.082032,190.136736
61.808,63.174,9.074,309.375024,190.429728
60.847,63.174,9.047,309.375024,190.429728
60.847,63.446,9.047,296.484384,177.539088
59.767,63.446,9.018,296.484384,177.539088
59.767,63.481,9.018,297.363264,178.417968
58.749,63.481,8.992,297.363264,178.417968
58.749,63.339,8.992,288.281232,169.335936
57.685,63.339,8.962,288.281232,169.335936
57.685,63.001,8.962,297.656256,178.71096
56.775,63.001,8.935,297.656256,178.71096
56.775,62.479,8.935,295.312512,176.367216
55.884,62.479,8.906,295.312512,176.367216
55.884,61.736,8.906,285.058608,166.113312
55.179,61.736,8.88,285.058608,166.113312
55.179,60.941,8.88,288.574224,169.628928
54.608,60.941,8.851,288.574224,169.628928
54.608,59.951,8.851,278.613264,159.667968
54.292,59.951,8.824,278.613264,159.667968
54.292,58.973,8.824,293.847648,174.902352
54.122,58.973,8.795,293.847648,174.902352
54.122,57.872,8.795,290.625024,171.679728
54.131,57.872,8.769,290.625024,171.679728
54.131,56.872,8.769,269.824224,150.878928
54.409,56.872,8.74,269.824224,150.878928
54.409,55.829,8.74,295.898448,176.953152
54.853,55.829,8.714,295.898448,176.953152
54.853,54.946,8.714,294.14064,175.195344
55.49,54.946,8.685,294.14064,175.195344
55.49,54.14,8.685,280.371072,161.425776
56.217,54.14,8.658,280.371072,161.425776
56.217,53.526,8.658,288.867168,169.921872
57.173,53.526,8.629,288.867168,169.921872
57.173,53.018,8.629,299.414064,180.468768
58.125,53.018,8.602,299.414064,180.468768
58.125,52.776,8.602,276.26952,157.324224
59.205,52.776,8.573,276.26952,157.324224
59.205,52.7,8.573,291.21096,172.265664
60.219,52.7,8.546,291.21096,172.265664
60.219,52.857,8.546,276.26952,157.324224
61.291,52.857,8.517,276.26952,157.324224
61.291,53.197,8.517,285.644544,166.699248
62.201,53.197,8.491,285.644544,166.699248
62.201,53.693,8.491,289.453104,170.507808
63.09,53.693,8.462,289.453104,170.507808
63.09,54.44,8.462,287.10936,168.164064
63.807,54.44,8.436,287.10936,168.164064
63.807,55.243,8.436,288.281232,169.335936
64.361,55.243,8.407,288.281232,169.335936
64.361,56.218,8.407,298.242192,179.296896
64.699,56.218,8.38,298.242192,179.296896
64.699,57.204,8.38,304.394544,185.449248
64.886,57.204,8.351,304.394544,185.449248
64.886,58.3,8.351,308.203104,189.257808
64.871,58.3,8.324,308.203104,189.257808
64.871,59.302,8.324,289.746096,170.8008
64.589,59.302,8.295,289.746096,170.8008
64.589,60.356,8.295,320.8008,201.855504
64.179,60.356,8.268,320.8008,201.855504
64.179,61.238,8.268,317.285136,198.33984
63.525,61.238,8.239,317.285136,198.33984
63.525,62.045,8.239,295.898448,176.953152
62.805,62.045,8.213,295.898448,176.953152
62.805,62.654,8.213,321.972672,203.027376
61.857,62.654,8.184,321.972672,203.027376
61.857,63.159,8.184,316.406256,197.46096
60.903,63.159,8.157,316.406256,197.46096
60.903,63.43,8.157,297.656256,178.71096
59.824,63.43,8.129,297.656256,178.71096
59.824,63.481,8.129,325.195296,206.25
58.806,63.481,8.102,325.195296,206.25
58.806,63.354,8.102,301.757808,182.812512
57.74,63.354,8.073,301.757808,182.812512
57.74,63.03,8.073,309.667968,190.722672
56.825,63.03,8.047,309.667968,190.722672
56.825,62.508,8.047,322.265616,203.32032
55.923,62.508,8.018,322.265616,203.32032
55.923,61.777,8.018,309.667968,190.722672
55.218,61.777,7.991,309.667968,190.722672
55.218,60.991,7.991,314.648448,195.703152
54.636,60.991,7.962,314.648448,195.703152
54.636,60.006,7.962,312.011712,193.066416
54.308,60.006,7.935,312.011712,193.066416
54.308,59.028,7.935,310.546896,191.6016
54.123,59.028,7.906,310.546896,191.6016
54.123,57.929,7.906,306.445296,187.5
54.12,57.929,7.879,306.445296,187.5
54.12,56.927,7.879,309.082032,190.136736
54.395,56.927,7.851,309.082032,190.136736
54.395,55.878,7.851,315.82032,196.875024
54.824,55.878,7.824,315.82032,196.875024
54.824,54.996,7.824,302.636736,183.69144
55.449,54.996,7.795,302.636736,183.69144
55.449,54.18,7.795,295.605456,176.66016
56.175,54.18,7.769,295.605456,176.66016
56.175,53.554,7.769,306.738288,187.792992
57.123,53.554,7.74,306.738288,187.792992
57.123,53.032,7.74,297.07032,178.125024
58.069,53.032,7.713,297.07032,178.125024
58.069,52.79,7.713,298.828128,179.882832
59.147,52.79,7.684,298.828128,179.882832
59.147,52.7,7.684,297.656256,178.71096
60.164,52.7,7.658,297.656256,178.71096
60.164,52.844,7.658,286.816416,167.87112
61.236,52.844,7.628,286.816416,167.87112
61.236,53.169,7.628,305.85936,186.914064
62.151,53.169,7.601,305.85936,186.914064
62.151,53.665,7.601,294.726576,175.78128
63.049,53.665,7.573,294.726576,175.78128
63.049,54.4,7.573,285.351552,166.406256
63.772,54.4,7.546,285.351552,166.406256
63.772,55.194,7.546,299.121072,180.175776
64.333,55.194,7.517,299.121072,180.175776
64.333,56.163,7.517,289.453104,170.507808
64.684,56.163,7.491,289.453104,170.507808
64.684,57.149,7.491,286.523424,167.578128
64.887,57.149,7.462,286.523424,167.578128
64.887,58.242,7.462,286.816416,167.87112
64.872,58.242,7.435,286.816416,167.87112
64.872,59.247,7.435,292.968768,174.023472
64.605,59.247,7.406,292.968768,174.023472
64.605,60.304,7.406,290.917968,171.972672
64.207,60.304,7.379,290.917968,171.972672
64.207,61.189,7.379,286.816416,167.87112
63.565,61.189,7.351,286.816416,167.87112
63.565,62.004,7.351,292.08984,173.144544
62.852,62.004,7.323,292.08984,173.144544
62.852,62.625,7.323,289.453104,170.507808
61.906,62.625,7.295,289.453104,170.507808
61.906,63.144,7.295,287.695296,168.75
60.958,63.144,7.268,287.695296,168.75
60.958,63.415,7.268,290.332032,171.386736
59.881,63.415,7.239,290.332032,171.386736
59.881,63.481,7.239,286.816416,167.87112
58.862,63.481,7.213,286.816416,167.87112
58.862,63.369,7.213,283.3008,164.355504
57.795,63.369,7.184,283.3008,164.355504
57.795,63.059,7.184,296.484384,177.539088
56.874,63.059,7.157,296.484384,177.539088
56.874,62.537,7.157,288.281232,169.335936
55.963,62.537,7.128,288.281232,169.335936
55.963,61.818,7.128,280.371072,161.425776
55.258,61.818,7.102,280.371072,161.425776
55.258,61.04,7.102,306.152352,187.207056
54.665,61.04,7.073,306.152352,187.207056
54.665,60.06,7.073,297.9492,179.003904
54.324,60.06,7.046,297.9492,179.003904
54.324,59.082,7.046,297.07032,178.125024
54.124,59.082,7.017,297.07032,178.125024
54.124,57.986,7.017,296.777328,177.832032
54.113,57.986,6.99,296.777328,177.832032
54.113,56.983,6.99,294.726576,175.78128
54.38,56.983,6.961,294.726576,175.78128
54.38,55.928,6.961,311.718768,192.773472
54.796,55.928,6.935,311.718768,192.773472
54.796,55.045,6.935,299.414064,180.468768
55.408,55.045,6.906,299.414064,180.468768
55.408,54.22,6.906,310.546896,191.6016
56.134,54.22,6.879,310.546896,191.6016
56.134,53.582,6.879,307.031232,188.085936
57.073,53.582,6.85,307.031232,188.085936
57.073,53.051,6.85,309.96096,191.015664
58.014,53.051,6.824,309.96096,191.015664
58.014,52.803,6.824,327.53904,208.593744
59.09,52.803,6.795,327.53904,208.593744
59.09,52.7,6.795,321.67968,202.734384
60.108,52.7,6.768,321.67968,202.734384
60.108,52.83,6.768,308.78904,189.843744
61.18,52.83,6.739,308.78904,189.843744
61.18,53.141,6.739,350.39064,231.445344
62.101,53.141,6.712,350.39064,231.445344
62.101,53.638,6.712,329.003904,210.058608
63.008,53.638,6.683,329.003904,210.058608
63.008,54.36,6.683,308.203104,189.257808
63.734,54.36,6.656,308.203104,189.257808
63.734,55.145,6.656,333.398448,214.453152
64.304,55.145,6.628,333.398448,214.453152
64.304,56.108,6.628,335.742192,216.796896
64.67,56.108,6.601,335.742192,216.796896
64.67,57.094,6.601,314.648448,195.703152
64.888,57.094,6.572,314.648448,195.703152
64.888,58.185,6.572,323.73048,204.785184
64.873,58.185,6.546,323.73048,204.785184
64.873,59.192,6.546,319.335936,200.39064
64.621,59.192,6.517,319.335936,200.39064
64.621,60.251,6.517,314.648448,195.703152
64.236,60.251,6.49,314.648448,195.703152
64.236,61.14,6.49,315.234384,196.289088
63.604,61.14,6.461,315.234384,196.289088
63.604,61.962,6.461,313.76952,194.824224
62.897,61.962,6.435,313.76952,194.824224
62.897,62.596,6.435,307.617168,188.671872
61.955,62.596,6.406,307.617168,188.671872
61.955,63.129,6.406,320.214864,201.269568
61.013,63.129,6.379,320.214864,201.269568
61.013,63.4,6.379,315.234384,196.289088
59.938,63.4,6.35,315.234384,196.289088
59.938,63.481,6.35,304.394544,185.449248
58.919,63.481,6.323,304.394544,185.449248
58.919,63.385,6.323,309.667968,190.722672
57.85,63.385,6.294,309.667968,190.722672
57.85,63.084,6.294,313.476576,194.53128
56.923,63.084,6.268,313.476576,194.53128
56.923,62.566,6.268,299.121072,180.175776
56.002,62.566,6.239,299.121072,180.175776
56.002,61.86,6.239,299.707008,180.761712
55.297,61.86,6.212,299.707008,180.761712
55.297,61.09,6.212,314.062512,195.117216
54.693,61.09,6.183,314.062512,195.117216
54.693,60.115,6.183,306.152352,187.207056
54.34,60.115,6.157,306.152352,187.207056
54.34,59.137,6.157,310.253904,191.308608
54.125,59.137,6.128,310.253904,191.308608
54.125,58.043,6.128,300.585936,181.64064
54.11,58.043,6.101,300.585936,181.64064
54.11,57.038,6.101,286.23048,167.285184
54.366,57.038,6.072,286.23048,167.285184
54.366,55.977,6.072,311.718768,192.773472
54.767,55.977,6.045,311.718768,192.773472
54.767,55.095,6.045,299.707008,180.761712
55.368,55.095,6.016,299.707008,180.761712
55.368,54.26,6.016,296.777328,177.832032
56.093,54.26,5.99,296.777328,177.832032
56.093,53.61,5.99,293.847648,174.902352
57.023,53.61,5.961,293.847648,174.902352
57.023,53.073,5.961,294.726576,175.78128
57.958,53.073,5.934,294.726576,175.78128
57.958,52.817,5.934,299.414064,180.468768
59.033,52.817,5.906,299.414064,180.468768
59.033,52.7,5.906,287.988288,169.042992
60.052,52.7,5.879,287.988288,169.042992
60.052,52.817,5.879,283.593744,164.648448
61.125,52.817,5.85,283.593744,164.648448
61.125,53.113,5.85,304.394544,185.449248
62.051,53.113,5.823,304.394544,185.449248
62.051,53.61,5.823,280.664064,161.718768
62.967,53.61,5.794,280.664064,161.718768
62.967,54.32,5.794,289.453104,170.507808
63.693,54.32,5.767,289.453104,170.507808
63.693,55.095,5.767,292.382832,173.437536
64.276,55.095,5.738,292.382832,173.437536
64.276,56.054,5.738,280.078128,161.132832
64.655,56.054,5.712,280.078128,161.132832
64.655,57.038,5.712,295.605456,176.66016
64.889,57.038,5.683,295.605456,176.66016
64.889,58.128,5.683,280.664064,161.718768
64.874,58.128,5.656,280.664064,161.718768
64.874,59.137,5.656,282.128928,163.183632
64.637,59.137,5.627,282.128928,163.183632
64.637,60.197,5.627,297.656256,178.71096
64.264,60.197,5.601,297.656256,178.71096
64.264,61.09,5.601,284.765616,165.82032
63.644,61.09,5.572,284.765616,165.82032
63.644,61.921,5.572,281.835936,162.89064
62.939,61.921,5.545,281.835936,162.89064
62.939,62.567,5.545,289.453104,170.507808
62.004,62.567,5.516,289.453104,170.507808
62.004,63.113,5.516,298.828128,179.882832
61.068,63.113,5.49,298.828128,179.882832
61.068,63.385,5.49,288.574224,169.628928
59.995,63.385,5.461,288.574224,169.628928
59.995,63.481,5.461,283.007808,164.062512
58.977,63.481,5.434,283.007808,164.062512
58.977,63.4,5.434,298.242192,179.296896
57.905,63.4,5.405,298.242192,179.296896
57.905,63.104,5.405,297.9492,179.003904
56.972,63.104,5.378,297.9492,179.003904
56.972,62.596,5.378,280.371072,161.425776
56.042,62.596,5.349,280.371072,161.425776
56.042,61.901,5.349,298.828128,179.882832
55.337,61.901,5.323,298.828128,179.882832
55.337,61.139,5.323,307.324224,188.378928
54.722,61.139,5.294,307.324224,188.378928
54.722,60.17,5.294,297.9492,179.003904
54.356,60.17,5.267,297.9492,179.003904
54.356,59.192,5.267,317.578128,198.632832
54.126,59.192,5.238,317.578128,198.632832
54.126,58.1,5.238,298.242192,179.296896
54.111,58.1,5.212,298.242192,179.296896
54.111,57.093,5.212,284.765616,165.82032
54.352,57.093,5.183,284.765616,165.82032
54.352,56.029,5.183,309.96096,191.015664
54.738,56.029,5.156,309.96096,191.015664
54.738,55.144,5.156,289.16016,170.214864
55.327,55.144,5.127,289.16016,170.214864
55.327,54.3,5.127,288.574224,169.628928
56.052,54.3,5.1,288.574224,169.628928
56.052,53.637,5.1,309.082032,190.136736
56.974,53.637,5.071,309.082032,190.136736
56.974,53.1,5.071,292.675776,173.73048
57.903,53.1,5.045,292.675776,173.73048
57.903,52.83,5.045,285.058608,166.113312
58.976,52.83,5.016,285.058608,166.113312
58.976,52.703,5.016,299.414064,180.468768
59.987,52.703,5,299.414064,180.468768
59.987,52.874,5,249.60936,130.664064
61.033,52.874,5,249.60936,130.664064
61.033,53.346,5,226.171872,107.226576
61.89,53.346,5,226.171872,107.226576
61.89,54.023,5,225.878928,106.933632
62.596,54.023,5,225.878928,106.933632
62.596,54.952,5,215.917968,96.972672
62.956,54.952,5,215.917968,96.972672
62.956,55.925,5,206.25,87.304704
63.045,55.925,5,206.25,87.304704
63.045,57.023,5,200.683584,81.738288
62.835,57.023,5,200.683584,81.738288
62.835,57.981,5,187.207008,68.261712
62.326,57.981,5,187.207008,68.261712
62.326,58.864,5,176.953104,58.007808
61.607,58.864,5,176.953104,58.007808
61.607,59.459,5,176.367168,57.421872
60.637,59.459,5,176.367168,57.421872
60.637,59.825,5,169.042992,50.097696
59.646,59.825,5,169.042992,50.097696
59.646,59.86,5,160.546896,41.6016
58.561,59.86,5,160.546896,41.6016
58.561,59.585,5,162.89064,43.945344
57.634,59.585,5,162.89064,43.945344
57.634,59.049,5,154.101552,35.156256
56.802,59.049,5,154.101552,35.156256
56.802,58.229,5,147.363264,28.417968
56.256,58.229,5,147.363264,28.417968
56.256,57.305,5,150.292992,31.347696
55.962,57.305,5,150.292992,31.347696
55.962,56.218,5,150.292992,31.347696
55.982,56.218,5,152.636736,33.69144
55.982,55.22,5,152.636736,33.69144
56.325,55.22,5,150.292992,31.347696
56.325,54.238,5,150.292992,31.347696
56.904,54.238,5,152.92968,33.984384
56.904,53.505,5,152.92968,33.984384
57.769,53.505,5,149.707008,30.761712
57.769,52.961,5,149.707008,30.761712
58.712,52.961,5,146.191392,27.246096
58.712,52.743,5,146.191392,27.246096
59.807,52.743,5,150,31.054704
59.807,52.7,5,150,31.054704
